,decile1b,decile3,decile1,sex,lsat,ugpa,grad,bar1,fulltime,fam_inc,gender,race1,tier
13798,5.0,2.0,5.0,2.0,3,3,0,1,1.0,4.0,1,1,4.0
13802,3.0,1.0,3.0,1.0,1,3,0,0,1.0,2.0,0,1,6.0
13803,2.0,2.0,3.0,2.0,3,3,0,1,1.0,3.0,1,1,6.0
13810,8.0,9.0,8.0,1.0,1,3,0,1,1.0,3.0,0,1,5.0
13815,2.0,1.0,2.0,2.0,1,3,0,0,1.0,2.0,1,2,4.0
13818,8.0,8.0,9.0,2.0,1,3,0,1,1.0,4.0,1,1,3.0
13826,3.0,7.0,4.0,1.0,0,3,0,1,1.0,4.0,0,1,3.0
13844,4.0,5.0,5.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
13847,4.0,4.0,4.0,1.0,1,3,0,0,1.0,4.0,0,2,6.0
13860,2.0,4.0,2.0,1.0,1,3,0,0,1.0,3.0,0,1,4.0
13876,3.0,1.0,3.0,1.0,3,3,0,1,1.0,4.0,0,1,5.0
13881,8.0,7.0,8.0,1.0,2,3,0,1,1.0,4.0,0,1,3.0
13887,8.0,8.0,8.0,1.0,3,3,0,1,1.0,4.0,0,1,5.0
13902,2.0,3.0,3.0,2.0,0,3,0,0,1.0,4.0,1,0,1.0
13912,8.0,8.0,8.0,2.0,2,3,0,1,1.0,3.0,1,1,3.0
13917,2.0,1.0,3.0,2.0,2,3,0,0,1.0,3.0,1,1,3.0
13924,10.0,10.0,10.0,1.0,1,3,0,1,1.0,5.0,0,1,6.0
13927,6.0,7.0,7.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
13928,5.0,8.0,6.0,1.0,3,3,0,1,1.0,3.0,0,1,3.0
13935,1.0,4.0,2.0,1.0,1,3,0,1,1.0,3.0,0,2,5.0
13952,1.0,1.0,1.0,1.0,1,3,0,0,1.0,5.0,0,2,6.0
13971,9.0,10.0,9.0,2.0,3,3,0,1,1.0,5.0,1,1,5.0
13972,9.0,9.0,9.0,1.0,3,3,0,1,1.0,5.0,0,1,4.0
13979,2.0,2.0,3.0,1.0,0,3,0,0,1.0,5.0,0,1,3.0
13992,1.0,1.0,1.0,1.0,3,3,0,0,1.0,2.0,0,1,5.0
14000,3.0,3.0,3.0,1.0,0,3,0,1,1.0,4.0,0,3,6.0
14005,10.0,10.0,10.0,2.0,3,3,0,1,1.0,2.0,1,1,4.0
14026,4.0,3.0,5.0,1.0,0,3,0,0,1.0,1.0,0,3,3.0
14032,1.0,1.0,1.0,1.0,1,3,0,1,1.0,3.0,0,0,5.0
14035,10.0,10.0,10.0,2.0,1,3,0,1,1.0,4.0,1,1,2.0
14044,1.0,1.0,1.0,2.0,2,3,0,0,1.0,4.0,1,1,4.0
14047,4.0,3.0,4.0,2.0,2,3,0,1,1.0,5.0,1,1,4.0
14050,3.0,2.0,3.0,2.0,3,3,0,1,1.0,4.0,1,1,4.0
14056,2.0,4.0,2.0,2.0,1,3,0,0,1.0,3.0,1,1,5.0
14064,6.0,4.0,6.0,1.0,1,3,0,1,1.0,4.0,0,2,6.0
14067,8.0,8.0,8.0,2.0,0,3,0,1,1.0,4.0,1,1,2.0
14072,2.0,3.0,2.0,1.0,1,3,0,1,1.0,4.0,0,1,5.0
14085,4.0,2.0,4.0,1.0,0,3,0,0,1.0,3.0,0,1,4.0
14087,1.0,2.0,1.0,2.0,3,3,0,1,1.0,3.0,1,0,5.0
14092,8.0,6.0,8.0,1.0,0,3,0,0,1.0,3.0,0,1,2.0
14097,6.0,6.0,6.0,1.0,1,3,0,1,1.0,3.0,0,4,5.0
14105,3.0,4.0,4.0,1.0,0,3,0,1,1.0,4.0,0,1,3.0
14106,10.0,10.0,10.0,2.0,1,3,0,1,1.0,3.0,1,2,5.0
14108,2.0,3.0,3.0,1.0,0,3,0,0,1.0,4.0,0,3,3.0
14109,5.0,6.0,5.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
14110,7.0,4.0,7.0,1.0,0,3,0,0,1.0,4.0,0,1,5.0
14115,6.0,7.0,6.0,2.0,1,3,0,1,1.0,5.0,1,1,5.0
14119,1.0,2.0,1.0,2.0,2,3,0,0,2.0,2.0,1,2,5.0
14121,8.0,6.0,8.0,2.0,1,3,0,1,1.0,4.0,1,2,4.0
14139,8.0,7.0,8.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
14143,9.0,6.0,9.0,2.0,3,3,0,1,1.0,5.0,1,1,5.0
14144,1.0,1.0,1.0,2.0,1,3,0,0,1.0,4.0,1,1,4.0
14145,7.0,8.0,7.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
14151,6.0,5.0,6.0,2.0,2,3,0,1,1.0,4.0,1,1,5.0
14154,6.0,7.0,6.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
14157,9.0,10.0,9.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
14165,1.0,1.0,1.0,1.0,0,3,0,0,1.0,4.0,0,1,5.0
14167,5.0,5.0,5.0,2.0,3,3,0,1,1.0,4.0,1,1,6.0
14169,2.0,1.0,2.0,2.0,0,3,0,0,2.0,3.0,1,0,4.0
14173,9.0,8.0,9.0,2.0,3,3,0,1,1.0,3.0,1,1,5.0
14192,9.0,9.0,9.0,1.0,3,3,0,1,1.0,4.0,0,1,5.0
14197,4.0,3.0,4.0,2.0,3,3,0,1,1.0,3.0,1,1,6.0
14202,10.0,9.0,10.0,2.0,0,3,0,1,1.0,4.0,1,1,4.0
14215,4.0,5.0,4.0,2.0,0,3,0,0,1.0,4.0,1,1,2.0
14218,8.0,7.0,8.0,2.0,2,3,0,0,1.0,4.0,1,1,3.0
14219,4.0,3.0,4.0,2.0,1,3,0,1,1.0,3.0,1,1,5.0
14227,9.0,10.0,9.0,2.0,0,3,0,1,1.0,2.0,1,1,4.0
14230,4.0,3.0,4.0,2.0,1,3,0,0,1.0,4.0,1,1,4.0
14231,9.0,10.0,9.0,2.0,2,3,0,1,1.0,3.0,1,1,6.0
14244,7.0,8.0,7.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
14246,3.0,3.0,3.0,1.0,2,3,0,1,1.0,3.0,0,1,4.0
14252,8.0,9.0,8.0,2.0,3,3,0,1,1.0,5.0,1,2,6.0
14255,2.0,3.0,3.0,2.0,0,3,0,0,1.0,4.0,1,1,2.0
14259,5.0,3.0,5.0,2.0,3,3,0,1,1.0,3.0,1,1,4.0
14262,7.0,8.0,8.0,2.0,0,3,0,1,1.0,3.0,1,1,2.0
14267,1.0,2.0,1.0,1.0,2,3,0,0,1.0,4.0,0,1,4.0
14276,2.0,4.0,2.0,1.0,3,3,0,1,1.0,5.0,0,1,5.0
14279,1.0,2.0,1.0,1.0,0,3,0,0,1.0,2.0,0,1,4.0
14306,2.0,1.0,2.0,2.0,1,3,0,0,1.0,4.0,1,1,5.0
14309,8.0,8.0,8.0,2.0,3,3,0,1,1.0,4.0,1,1,6.0
14312,8.0,5.0,8.0,2.0,1,3,0,1,1.0,4.0,1,1,5.0
14314,10.0,10.0,10.0,2.0,3,3,0,1,1.0,4.0,1,4,6.0
14315,7.0,5.0,7.0,2.0,1,3,0,1,1.0,3.0,1,1,5.0
14333,10.0,10.0,10.0,2.0,0,3,0,1,1.0,4.0,1,1,3.0
14343,6.0,6.0,6.0,1.0,0,3,0,1,1.0,4.0,0,1,3.0
14344,6.0,6.0,6.0,2.0,2,3,0,1,1.0,4.0,1,1,4.0
14345,3.0,4.0,3.0,2.0,0,3,0,1,1.0,4.0,1,1,4.0
14348,7.0,7.0,7.0,1.0,1,3,0,1,1.0,3.0,0,1,5.0
14352,2.0,3.0,2.0,1.0,0,3,0,0,1.0,4.0,0,1,5.0
14354,3.0,2.0,3.0,2.0,1,3,0,1,1.0,2.0,1,1,4.0
14357,1.0,1.0,1.0,2.0,2,3,0,0,1.0,4.0,1,1,4.0
14364,10.0,10.0,10.0,2.0,0,3,0,1,1.0,4.0,1,1,2.0
14369,6.0,6.0,6.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
14375,7.0,6.0,7.0,2.0,2,3,0,1,1.0,4.0,1,1,3.0
14379,2.0,1.0,2.0,1.0,3,3,0,0,1.0,3.0,0,1,5.0
14380,6.0,5.0,6.0,1.0,2,3,0,1,1.0,4.0,0,1,3.0
14388,4.0,2.0,5.0,1.0,1,3,0,0,2.0,3.0,0,1,2.0
14402,10.0,10.0,10.0,1.0,1,3,0,1,1.0,4.0,0,1,4.0
14404,10.0,10.0,10.0,2.0,3,3,0,1,1.0,5.0,1,1,5.0
14411,8.0,8.0,8.0,2.0,3,3,0,1,1.0,3.0,1,1,5.0
14414,6.0,8.0,6.0,2.0,2,3,0,1,1.0,4.0,1,1,4.0
14417,3.0,2.0,3.0,2.0,0,3,0,0,1.0,4.0,1,1,3.0
14439,1.0,1.0,1.0,2.0,0,3,0,0,1.0,3.0,1,3,5.0
14442,1.0,1.0,1.0,1.0,1,3,0,0,1.0,4.0,0,1,6.0
14462,2.0,2.0,3.0,2.0,1,3,0,1,1.0,4.0,1,1,5.0
14465,9.0,9.0,9.0,2.0,3,3,0,1,1.0,4.0,1,1,4.0
14471,6.0,4.0,6.0,2.0,1,3,0,0,1.0,3.0,1,1,4.0
14473,2.0,3.0,2.0,2.0,3,3,0,1,1.0,4.0,1,1,6.0
14476,9.0,8.0,9.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
14493,1.0,1.0,2.0,1.0,2,3,0,0,1.0,2.0,0,1,4.0
14503,8.0,8.0,8.0,1.0,3,3,0,1,1.0,4.0,0,1,4.0
14510,2.0,2.0,2.0,1.0,0,3,0,0,1.0,2.0,0,2,6.0
14523,9.0,7.0,9.0,1.0,2,3,0,1,1.0,3.0,0,1,5.0
14524,1.0,2.0,1.0,2.0,2,3,0,0,1.0,3.0,1,4,5.0
14533,5.0,7.0,5.0,2.0,3,3,0,1,1.0,2.0,1,1,5.0
14534,1.0,1.0,1.0,2.0,0,3,0,0,1.0,1.0,1,3,4.0
14539,10.0,10.0,10.0,2.0,3,3,0,1,1.0,2.0,1,1,5.0
14543,4.0,5.0,4.0,1.0,1,3,0,1,1.0,4.0,0,2,5.0
14573,5.0,6.0,5.0,1.0,2,3,0,1,1.0,3.0,0,1,4.0
14586,9.0,9.0,9.0,1.0,3,3,0,1,1.0,4.0,0,2,5.0
14587,6.0,6.0,6.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
14592,4.0,6.0,4.0,1.0,3,3,0,1,1.0,4.0,0,1,5.0
14597,10.0,9.0,10.0,2.0,3,3,0,1,1.0,3.0,1,1,4.0
14614,6.0,4.0,7.0,1.0,0,3,0,0,1.0,3.0,0,3,1.0
14619,1.0,1.0,1.0,1.0,0,3,0,0,1.0,1.0,0,3,3.0
14624,7.0,6.0,7.0,1.0,3,3,0,1,1.0,3.0,0,1,4.0
14630,8.0,9.0,9.0,1.0,1,3,0,1,1.0,4.0,0,1,4.0
14651,8.0,3.0,8.0,1.0,2,3,0,0,2.0,3.0,0,1,3.0
14655,6.0,4.0,6.0,1.0,3,3,0,1,1.0,2.0,0,1,6.0
14689,10.0,10.0,10.0,1.0,1,3,0,1,1.0,3.0,0,1,3.0
14695,2.0,2.0,2.0,2.0,0,3,0,0,1.0,2.0,1,3,5.0
14698,4.0,3.0,4.0,1.0,2,3,0,1,1.0,4.0,0,1,4.0
14701,5.0,4.0,5.0,2.0,3,3,0,1,1.0,5.0,1,1,6.0
14719,1.0,1.0,1.0,2.0,1,3,0,0,1.0,4.0,1,1,6.0
14724,6.0,3.0,7.0,1.0,2,3,0,0,1.0,4.0,0,0,3.0
14727,1.0,1.0,1.0,2.0,0,3,0,0,1.0,3.0,1,1,5.0
14761,6.0,5.0,6.0,2.0,1,3,0,1,1.0,4.0,1,1,5.0
14765,4.0,4.0,4.0,1.0,0,3,0,0,2.0,2.0,0,1,5.0
14770,3.0,2.0,3.0,2.0,2,3,0,1,1.0,2.0,1,1,3.0
14774,8.0,4.0,8.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
14787,2.0,3.0,3.0,1.0,1,3,0,1,1.0,5.0,0,1,3.0
14808,2.0,2.0,2.0,2.0,2,3,0,0,1.0,3.0,1,1,3.0
14845,5.0,6.0,6.0,2.0,3,3,0,1,1.0,5.0,1,1,3.0
14849,8.0,9.0,8.0,2.0,3,3,0,1,1.0,3.0,1,1,3.0
14857,5.0,4.0,6.0,1.0,2,3,0,1,1.0,4.0,0,1,3.0
14859,1.0,1.0,2.0,1.0,2,3,0,0,1.0,4.0,0,1,4.0
14868,2.0,2.0,2.0,2.0,3,3,0,0,1.0,3.0,1,0,6.0
14873,2.0,3.0,2.0,1.0,1,3,0,0,1.0,2.0,0,0,6.0
14874,8.0,8.0,8.0,1.0,1,3,0,1,1.0,4.0,0,1,4.0
14887,6.0,8.0,6.0,2.0,1,3,0,1,1.0,4.0,1,1,4.0
14894,7.0,4.0,7.0,1.0,0,3,0,0,1.0,3.0,0,1,4.0
14895,3.0,2.0,3.0,1.0,1,3,0,1,1.0,3.0,0,1,4.0
14898,8.0,8.0,8.0,2.0,0,3,0,1,1.0,4.0,1,1,2.0
14907,6.0,4.0,6.0,1.0,2,3,0,0,1.0,3.0,0,1,5.0
14915,9.0,4.0,9.0,1.0,0,3,0,0,2.0,4.0,0,2,3.0
14916,2.0,2.0,2.0,2.0,2,3,0,1,1.0,3.0,1,1,4.0
14926,2.0,1.0,3.0,2.0,2,3,0,0,1.0,4.0,1,1,3.0
14934,3.0,3.0,3.0,2.0,3,3,0,1,1.0,5.0,1,1,6.0
14937,9.0,10.0,9.0,2.0,0,3,0,1,1.0,1.0,1,1,3.0
14952,8.0,5.0,8.0,1.0,0,3,0,0,1.0,3.0,0,1,2.0
14953,8.0,8.0,8.0,1.0,2,3,0,1,1.0,2.0,0,1,5.0
14956,3.0,4.0,3.0,1.0,1,3,0,1,1.0,4.0,0,1,4.0
14972,4.0,5.0,4.0,1.0,2,3,0,1,1.0,3.0,0,1,3.0
14973,5.0,5.0,5.0,1.0,1,3,0,1,1.0,4.0,0,1,5.0
14976,9.0,8.0,9.0,1.0,3,3,0,1,1.0,3.0,0,1,6.0
14980,3.0,3.0,4.0,1.0,0,3,0,0,1.0,3.0,0,1,3.0
14981,5.0,5.0,5.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
14983,8.0,7.0,8.0,2.0,3,3,0,1,1.0,4.0,1,1,4.0
14985,1.0,2.0,2.0,1.0,0,3,0,0,1.0,3.0,0,1,3.0
14988,2.0,2.0,2.0,2.0,1,3,0,1,1.0,5.0,1,1,5.0
14989,1.0,2.0,2.0,1.0,0,3,0,0,2.0,3.0,0,1,3.0
14992,1.0,3.0,1.0,2.0,0,3,0,0,1.0,2.0,1,3,5.0
14993,1.0,2.0,1.0,1.0,0,3,0,1,1.0,3.0,0,3,4.0
15008,6.0,4.0,7.0,1.0,1,3,0,1,1.0,3.0,0,1,3.0
15014,6.0,7.0,6.0,2.0,3,3,0,1,1.0,5.0,1,1,6.0
15029,10.0,9.0,10.0,1.0,2,3,0,1,1.0,4.0,0,2,3.0
15039,1.0,1.0,1.0,2.0,0,3,0,0,1.0,3.0,1,3,6.0
15043,6.0,6.0,6.0,2.0,2,3,0,0,1.0,3.0,1,1,3.0
15044,8.0,5.0,8.0,1.0,2,3,0,1,1.0,4.0,0,1,4.0
15067,4.0,4.0,4.0,2.0,2,3,0,1,1.0,3.0,1,1,4.0
15068,3.0,2.0,3.0,1.0,2,3,0,0,1.0,4.0,0,1,4.0
15081,10.0,10.0,10.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
15091,1.0,1.0,2.0,1.0,0,3,0,0,2.0,2.0,0,3,4.0
15092,7.0,9.0,8.0,2.0,1,3,0,1,1.0,1.0,1,4,5.0
15099,4.0,4.0,4.0,1.0,2,3,0,1,1.0,4.0,0,1,4.0
15101,4.0,9.0,4.0,1.0,1,3,0,1,1.0,2.0,0,1,3.0
15103,4.0,3.0,5.0,2.0,1,3,0,1,1.0,3.0,1,1,4.0
15110,1.0,1.0,1.0,2.0,3,3,0,0,1.0,2.0,1,1,6.0
15119,2.0,2.0,2.0,1.0,1,3,0,1,1.0,2.0,0,1,6.0
15122,6.0,5.0,6.0,2.0,1,3,0,1,1.0,4.0,1,1,6.0
15123,1.0,1.0,1.0,2.0,1,3,0,0,1.0,4.0,1,1,5.0
15127,6.0,7.0,6.0,2.0,3,3,0,1,1.0,4.0,1,1,5.0
15137,8.0,5.0,8.0,2.0,2,1,0,1,1.0,3.0,1,1,3.0
15139,2.0,1.0,2.0,2.0,3,1,0,1,1.0,2.0,1,1,5.0
15140,10.0,9.0,10.0,2.0,1,1,0,1,1.0,3.0,1,1,3.0
15141,10.0,10.0,10.0,2.0,1,1,0,1,2.0,3.0,1,1,3.0
15148,5.0,9.0,5.0,2.0,0,1,0,1,2.0,3.0,1,1,5.0
15149,1.0,3.0,1.0,1.0,0,1,0,0,1.0,3.0,0,3,4.0
15150,1.0,1.0,1.0,2.0,2,1,0,0,1.0,4.0,1,1,3.0
15152,1.0,1.0,2.0,2.0,0,1,0,0,2.0,4.0,1,1,2.0
15153,2.0,3.0,3.0,1.0,0,1,0,0,1.0,2.0,0,3,1.0
15154,7.0,9.0,8.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
15155,9.0,9.0,9.0,2.0,0,1,0,1,1.0,3.0,1,1,3.0
15159,1.0,1.0,1.0,1.0,0,1,0,0,1.0,4.0,0,3,5.0
15163,4.0,1.0,4.0,2.0,2,1,0,0,1.0,3.0,1,2,5.0
15172,6.0,5.0,6.0,1.0,2,1,0,1,1.0,3.0,0,1,3.0
15173,4.0,6.0,5.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
15179,5.0,4.0,6.0,1.0,0,1,0,0,1.0,4.0,0,1,3.0
15180,4.0,3.0,5.0,1.0,1,1,0,1,1.0,3.0,0,1,5.0
15181,3.0,2.0,4.0,2.0,3,1,0,0,1.0,5.0,1,1,4.0
15182,4.0,2.0,4.0,1.0,0,1,0,0,2.0,2.0,0,3,5.0
15186,2.0,1.0,2.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
15189,1.0,2.0,1.0,1.0,0,1,0,0,1.0,4.0,0,3,3.0
15192,3.0,3.0,4.0,2.0,2,1,0,0,2.0,3.0,1,1,3.0
15193,7.0,9.0,7.0,1.0,1,1,0,1,1.0,4.0,0,1,5.0
15198,4.0,3.0,4.0,1.0,1,1,0,0,2.0,4.0,0,1,3.0
15204,4.0,4.0,5.0,2.0,0,1,0,0,1.0,2.0,1,3,1.0
15208,9.0,9.0,9.0,1.0,1,1,0,1,1.0,3.0,0,1,3.0
15213,1.0,1.0,1.0,1.0,2,1,0,0,1.0,3.0,0,1,3.0
15217,3.0,1.0,4.0,1.0,3,1,0,0,1.0,4.0,0,1,3.0
15218,8.0,8.0,8.0,1.0,0,1,0,1,1.0,5.0,0,1,2.0
15223,5.0,4.0,5.0,1.0,0,1,0,0,1.0,3.0,0,1,2.0
15227,2.0,1.0,2.0,2.0,0,1,0,0,1.0,4.0,1,3,4.0
15233,4.0,2.0,5.0,2.0,1,1,0,0,1.0,4.0,1,0,4.0
15237,4.0,4.0,5.0,2.0,2,1,0,1,1.0,4.0,1,1,2.0
15238,4.0,2.0,4.0,2.0,1,1,0,1,1.0,2.0,1,1,3.0
15242,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,3.0
15244,3.0,7.0,3.0,2.0,3,1,0,1,1.0,3.0,1,1,3.0
15249,4.0,3.0,4.0,2.0,3,1,0,0,1.0,5.0,1,1,4.0
15257,4.0,5.0,5.0,1.0,1,1,0,0,1.0,4.0,0,1,2.0
15262,1.0,1.0,1.0,2.0,0,1,0,0,1.0,5.0,1,3,6.0
15266,3.0,3.0,3.0,2.0,3,1,0,1,1.0,4.0,1,1,5.0
15268,1.0,1.0,1.0,1.0,0,1,0,0,1.0,3.0,0,3,1.0
15273,10.0,10.0,10.0,2.0,3,1,0,1,1.0,4.0,1,1,4.0
15274,4.0,3.0,5.0,1.0,0,1,0,0,2.0,3.0,0,1,2.0
15278,7.0,5.0,7.0,2.0,2,1,0,1,1.0,5.0,1,1,2.0
15281,4.0,3.0,5.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
15282,2.0,1.0,2.0,1.0,2,1,0,1,1.0,2.0,0,2,4.0
15284,4.0,3.0,4.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
15287,5.0,2.0,5.0,1.0,0,1,0,0,1.0,4.0,0,1,4.0
15290,2.0,2.0,2.0,1.0,0,1,0,0,2.0,1.0,0,3,3.0
15292,5.0,4.0,6.0,2.0,0,1,0,0,1.0,4.0,1,3,3.0
15294,4.0,4.0,5.0,2.0,2,1,0,0,2.0,4.0,1,1,5.0
15295,1.0,3.0,2.0,2.0,2,1,0,1,1.0,3.0,1,1,1.0
15305,2.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,0,4.0
15311,4.0,3.0,5.0,2.0,0,1,0,1,1.0,4.0,1,1,2.0
15313,1.0,2.0,1.0,1.0,2,1,0,1,1.0,3.0,0,3,4.0
15318,4.0,3.0,4.0,1.0,0,1,0,0,2.0,3.0,0,1,5.0
15324,5.0,5.0,6.0,1.0,1,1,0,1,1.0,4.0,0,1,3.0
15326,6.0,5.0,7.0,2.0,1,1,0,1,1.0,3.0,1,1,2.0
15327,1.0,1.0,1.0,2.0,1,1,0,0,1.0,4.0,1,1,3.0
15328,5.0,6.0,6.0,1.0,0,1,0,0,1.0,5.0,0,2,1.0
15331,9.0,9.0,9.0,2.0,1,1,0,1,1.0,2.0,1,3,3.0
15336,3.0,1.0,3.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
15337,1.0,1.0,1.0,1.0,0,1,0,0,1.0,4.0,0,1,3.0
15344,9.0,7.0,9.0,2.0,0,1,0,0,2.0,4.0,1,1,3.0
15347,1.0,1.0,1.0,1.0,0,1,0,1,1.0,1.0,0,3,3.0
15356,10.0,10.0,10.0,2.0,1,1,0,1,1.0,3.0,1,1,4.0
15360,1.0,1.0,1.0,2.0,0,1,0,0,1.0,5.0,1,1,2.0
15367,1.0,1.0,1.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
15383,1.0,1.0,1.0,2.0,0,1,0,0,2.0,3.0,1,3,3.0
15384,6.0,2.0,7.0,2.0,0,1,0,1,1.0,3.0,1,0,1.0
15385,2.0,1.0,2.0,1.0,0,1,0,0,1.0,4.0,0,3,4.0
15388,10.0,10.0,10.0,1.0,0,1,0,1,1.0,4.0,0,1,3.0
15389,5.0,6.0,6.0,1.0,0,1,0,1,2.0,4.0,0,3,2.0
15399,10.0,10.0,10.0,2.0,2,1,0,1,1.0,3.0,1,1,2.0
15405,3.0,2.0,3.0,2.0,1,1,0,1,1.0,4.0,1,1,3.0
15406,4.0,3.0,4.0,2.0,2,1,0,0,2.0,2.0,1,1,5.0
15409,2.0,2.0,2.0,2.0,0,1,0,1,1.0,5.0,1,1,2.0
15413,5.0,7.0,5.0,1.0,2,1,0,1,1.0,4.0,0,1,3.0
15414,1.0,2.0,2.0,1.0,0,1,0,0,2.0,3.0,0,0,3.0
15416,2.0,2.0,2.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
15418,6.0,2.0,6.0,2.0,2,1,0,0,1.0,4.0,1,1,4.0
15424,1.0,1.0,1.0,2.0,0,1,0,0,1.0,5.0,1,1,3.0
15426,5.0,4.0,5.0,2.0,0,1,0,1,1.0,4.0,1,1,3.0
15427,2.0,3.0,2.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
15429,5.0,1.0,5.0,1.0,0,1,0,0,1.0,3.0,0,3,1.0
15431,1.0,1.0,1.0,1.0,2,1,0,1,1.0,1.0,0,2,3.0
15433,8.0,7.0,8.0,1.0,0,1,0,1,1.0,2.0,0,3,5.0
15438,6.0,4.0,7.0,1.0,2,1,0,0,1.0,2.0,0,0,3.0
15442,1.0,1.0,1.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
15443,2.0,2.0,2.0,2.0,0,1,0,0,1.0,2.0,1,0,3.0
15445,1.0,1.0,1.0,1.0,0,1,0,0,1.0,4.0,0,0,5.0
15447,1.0,1.0,1.0,2.0,1,1,0,0,1.0,4.0,1,2,3.0
15452,6.0,1.0,6.0,2.0,0,1,0,0,2.0,4.0,1,1,3.0
15454,4.0,5.0,5.0,2.0,3,1,0,1,1.0,5.0,1,1,3.0
15456,2.0,1.0,2.0,2.0,0,1,0,0,1.0,5.0,1,1,3.0
15461,10.0,9.0,10.0,2.0,0,1,0,1,2.0,4.0,1,1,3.0
15462,3.0,2.0,4.0,2.0,0,1,0,1,1.0,3.0,1,2,5.0
15465,5.0,4.0,6.0,1.0,1,1,0,0,1.0,2.0,0,1,2.0
15472,2.0,3.0,2.0,2.0,2,1,0,1,1.0,2.0,1,2,3.0
15474,1.0,1.0,1.0,2.0,0,1,0,0,2.0,3.0,1,3,2.0
15479,6.0,6.0,6.0,1.0,2,1,0,1,1.0,3.0,0,1,2.0
15481,3.0,4.0,3.0,2.0,3,1,0,1,1.0,4.0,1,1,4.0
15482,2.0,1.0,2.0,1.0,0,1,0,0,1.0,4.0,0,3,1.0
15484,1.0,1.0,2.0,2.0,2,1,0,0,1.0,4.0,1,2,3.0
15485,2.0,1.0,2.0,2.0,2,1,0,1,1.0,4.0,1,3,4.0
15491,4.0,4.0,5.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
15497,2.0,1.0,2.0,2.0,3,1,0,0,2.0,3.0,1,1,5.0
15498,6.0,8.0,6.0,2.0,0,1,0,1,1.0,2.0,1,0,3.0
15506,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,0,1.0
15511,3.0,2.0,3.0,2.0,0,1,0,0,1.0,3.0,1,1,4.0
15515,8.0,1.0,8.0,2.0,3,1,0,1,1.0,4.0,1,1,4.0
15516,4.0,3.0,5.0,2.0,0,1,0,0,1.0,4.0,1,1,3.0
15518,8.0,4.0,8.0,2.0,0,1,0,1,1.0,4.0,1,1,2.0
15522,1.0,1.0,2.0,1.0,2,1,0,0,1.0,3.0,0,3,4.0
15524,1.0,1.0,2.0,1.0,3,1,0,0,1.0,2.0,0,1,4.0
15529,1.0,1.0,1.0,1.0,2,1,0,0,1.0,4.0,0,3,3.0
15533,1.0,1.0,1.0,1.0,0,1,0,0,2.0,3.0,0,1,3.0
15538,1.0,1.0,1.0,1.0,0,1,0,0,1.0,3.0,0,3,3.0
15542,2.0,1.0,2.0,2.0,2,1,0,0,1.0,3.0,1,1,2.0
15543,1.0,1.0,1.0,2.0,0,1,0,0,1.0,3.0,1,3,4.0
15547,2.0,1.0,3.0,2.0,1,1,0,0,1.0,4.0,1,1,3.0
15555,7.0,10.0,7.0,1.0,0,1,0,1,1.0,3.0,0,0,6.0
15556,1.0,1.0,1.0,2.0,2,1,0,0,1.0,3.0,1,1,3.0
15558,5.0,4.0,5.0,2.0,1,1,0,0,1.0,4.0,1,1,3.0
15563,8.0,2.0,9.0,2.0,0,1,0,0,1.0,4.0,1,1,2.0
15565,4.0,2.0,4.0,1.0,0,1,0,0,2.0,4.0,0,2,5.0
15567,3.0,4.0,3.0,2.0,3,1,0,1,1.0,4.0,1,1,4.0
15570,3.0,1.0,3.0,2.0,2,1,0,0,1.0,4.0,1,0,3.0
15572,1.0,2.0,1.0,2.0,1,1,0,0,1.0,4.0,1,1,5.0
15580,10.0,10.0,10.0,1.0,1,1,0,1,1.0,4.0,0,1,3.0
15582,2.0,1.0,2.0,1.0,0,1,0,0,1.0,3.0,0,1,4.0
15592,6.0,5.0,6.0,2.0,2,1,0,1,1.0,4.0,1,1,3.0
